0.378, 0.023, 2.425, 0.045
0.535, 0.012, 2.27, 0.02
0.514, 0.049, 2.69, 0.09
0.439, 0.05, 1.83, 0.01
0.562, 0.014, 1.85, 0.03
0.781, 0.013, 1.165, 0.008
0.84, 0.05, 1.17, 0.08
